video_id,index,action,timestamp
P01_01,0,open(door),0.14
P01_01,1,turn-on(light),4.37
P01_01,2,close(door),6.98
P01_01,3,open(fridge),12.77
P01_01,4,take(celery),15.25
P01_01,5,take(container),16.5
P01_01,6,take(tofu),18.19
P01_01,7,close(fridge),21.91
P01_01,8,open(fridge),23.18
P01_01,9,take(carrot),24.48
P01_01,10,open(drawer),24.97
P01_01,11,close(fridge),29.22
P01_01,12,put-down(vegetable),36.68
P01_01,13,open(cupboard),41.79
P01_01,14,take(board:cutting),43.2
P01_01,15,put-down(board:cutting),46.45
P01_01,16,close(cupboard),47.75
P01_01,17,open(drawer),51.66
P01_01,18,take(knife),53.5
P01_01,19,take(knife),53.55
P01_01,20,put-down(knife),54.73
P01_01,21,close(drawer),56.1
P01_01,22,put-down(knife),57.45
P01_01,23,turn-on(tap),59.05
P01_01,24,wash(courgette),61.86
P01_01,25,wash(courgette),65.2
P01_01,26,wash(carrot),74.29
P01_01,27,wash(carrot),78.99
P01_01,28,turn-off(tap),82.19
P01_01,29,put-down(vegetable),85.49
P01_01,30,open(cupboard),87.43
P01_01,31,take(grater),92.53
P01_01,32,take(pan),95.28
P01_01,33,put-down(pan),100.74
P01_01,34,close(cupboard),101.66
P01_01,35,close(cupboard),103.02
P01_01,36,take(courgette),104.1
P01_01,37,cut(courgette),105.69
P01_01,38,turn-on(hob),122.13
P01_01,39,cut(courgette),127.8
P01_01,40,cut(courgette),130.99
P01_01,41,dice(courgette),150.53
P01_01,42,dice(courgette),165.75
P01_01,43,dice(courgette),180.38
P01_01,44,dice(courgette),239.04
P01_01,45,pour-onto(courgette),250.05
P01_01,46,throw-into(courgette),261.69
P01_01,47,open(drawer),265.06
P01_01,48,close(drawer),268.57
P01_01,49,take(spatula),270.43
P01_01,50,stir(courgette),272.08
P01_01,51,take(salt),279.6
P01_01,52,open(salt),281.45
P01_01,53,pour-onto(salt),282.8
P01_01,54,put-down(salt),285.15
P01_01,55,stir(courgette),287.86
P01_01,56,put-down(spatula),294.35
P01_01,57,take(celery),295.7
P01_01,58,wash(celery),301.25
P01_01,59,turn-on(tap),301.3
P01_01,60,wash(celery),303.56
P01_01,61,turn-off(tap),315.03
P01_01,62,put-down(celery),318.25
P01_01,63,cut(celery),322.78
P01_01,64,cut(celery),328.28
P01_01,65,pour-onto(celery),341.64
P01_01,66,put-down(board:cutting),346.01
P01_01,67,take(celery),347.33
P01_01,68,throw-into(bin:garbage),354.09
P01_01,69,open(fridge),360.21
P01_01,70,put-into(celery),360.76
P01_01,71,close(fridge),363.07
P01_01,72,take(spatula),367.34
P01_01,73,stir(spatula),368.37
P01_01,74,put-down(spatula),377.83
P01_01,75,open(container),379.26
P01_01,76,take(onion),381.53
P01_01,77,take(onion),384.01
P01_01,78,put-down(onion),384.86
P01_01,79,close(container),385.48
P01_01,80,take(spatula),390.52
P01_01,81,take(knife),390.95
P01_01,82,cut(onion),392.59
P01_01,83,cut(onion),395.4
P01_01,84,cut(onion),408.39
P01_01,85,put-down(knife),424.69
P01_01,86,take(kettle),426.95
P01_01,87,turn-on(tap),429.74
P01_01,88,pour-into(water),429.91
P01_01,89,pour(water),437.0
P01_01,90,turn-off(tap),441.5
P01_01,91,turn-on(kettle),445.11
P01_01,92,take(spatula),450.08
P01_01,93,stir(vegetable),450.55
P01_01,94,stir(vegetable),455.57
P01_01,95,take(glass),467.5
P01_01,96,take(glass),469.14
P01_01,97,open(cupboard),471.45
P01_01,98,put-into(glass),474.18
P01_01,99,close(cupboard),476.74
P01_01,100,take(cup),479.75
P01_01,101,open(cupboard),481.47
P01_01,102,put-into(cup),482.13
P01_01,103,take(container),485.22
P01_01,104,put-on(container),488.38
P01_01,105,open(container),492.0
P01_01,106,put-inside(container),493.22
P01_01,107,close(lid),495.8
P01_01,108,put-in(container),499.64
P01_01,109,take(plate),502.35
P01_01,110,put-down(plate),504.66
P01_01,111,open(drawer),508.16
P01_01,112,take(drawer),509.29
P01_01,113,put-down(drawer),512.66
P01_01,114,open(drawer),516.81
P01_01,115,take(fork),517.88
P01_01,116,put-down(fork),519.34
P01_01,117,take(spatula),521.19
P01_01,118,stir(vegetable),521.92
P01_01,119,take(container),542.04
P01_01,120,open(fridge),546.39
P01_01,121,put-into(container),547.4
P01_01,122,close(fridge),549.28
P01_01,123,take(spatula),553.41
P01_01,124,stir(vegetable),554.66
P01_01,125,take(grater),561.12
P01_01,126,take(grater),561.12
P01_01,127,take(carrot),562.08
P01_01,128,cut(carrot),564.25
P01_01,129,drop(grater),569.18
P01_01,130,grate(carrot),574.42
P01_01,131,grate(carrot),587.02
P01_01,132,grate(carrot),590.29
P01_01,133,grate(carrot),602.19
P01_01,134,put-down(grater),639.51
P01_01,135,throw-into(carrot),641.81
P01_01,136,take(grater),644.49
P01_01,137,put-down(grater),649.68
P01_01,138,throw-into(carrot),652.77
P01_01,139,take(spatula),654.75
P01_01,140,stir(vegetable),655.73
P01_01,141,open(cupboard),662.55
P01_01,142,take(saucepan),663.55
P01_01,143,put-down(saucepan),667.31
P01_01,144,turn(hob),675.0
P01_01,145,take(kettle),679.51
P01_01,146,pour-into(water),683.41
P01_01,147,see(water:boiling),686.55
P01_01,148,put-down(kettle),699.07
P01_01,149,take(oil:olive),703.86
P01_01,150,pour(oil),707.88
P01_01,151,close(oil),713.14
P01_01,152,put-down(oil),716.49
P01_01,153,take(spatula),717.92
P01_01,154,take(board:cutting),719.03
P01_01,155,pour(onion),720.45
P01_01,156,put-down(board:cutting),722.45
P01_01,157,stir(vegetable),723.7
P01_01,158,stir(vegetable),730.37
P01_01,159,take(salt),750.39
P01_01,160,open(salt),751.62
P01_01,161,put-down(salt),752.75
P01_01,162,open(drawer),753.09
P01_01,163,take(spoon),754.95
P01_01,164,pour-onto(salt),757.8
P01_01,165,pour-into(salt),762.15
P01_01,166,stir(water),762.73
P01_01,167,close(salt),764.91
P01_01,168,put-down(spoon),766.1
P01_01,169,put-down(salt),767.5
P01_01,170,take(spatula),769.54
P01_01,171,stir(vegetable),770.26
P01_01,172,adjust(hob),771.4
P01_01,173,stir(vegetable),774.72
P01_01,174,stir(vegetable),775.67
P01_01,175,stir(vegetable),789.33
P01_01,176,put-down(spatula),819.54
P01_01,177,open(cupboard),821.22
P01_01,178,take(cupboard),822.41
P01_01,179,put-down(knife),824.28
P01_01,180,take(rice),826.91
P01_01,181,open(rice),829.23
P01_01,182,put-down(rice),839.14
P01_01,183,take(spatula),840.71
P01_01,184,stir(vegetable),841.74
P01_01,185,stir(vegetable),847.37
P01_01,186,put-down(spatula),864.26
P01_01,187,take(tofu),866.0
P01_01,188,take(knife),869.59
P01_01,189,cut(tofu),870.88
P01_01,190,open(container:tofu),875.48
P01_01,191,pour-onto(tofu),885.93
P01_01,192,put-down(container:tofu),889.53
P01_01,193,stir(vegetable),890.88
P01_01,194,put-down(spatula),904.17
P01_01,195,take(container:tofu),905.28
P01_01,196,throw-into(bin),909.33
P01_01,197,throw-into(bin),911.43
P01_01,198,throw-into(container:tupperware),917.61
P01_01,199,take(spatula),921.64
P01_01,200,stir(vegetable),921.66
P01_01,201,take(rice),928.62
P01_01,202,pour-into(rice),931.78
P01_01,203,pour-into(rice),938.46
P01_01,204,fold(bag:rice),945.45
P01_01,205,close(bag:rice),951.7
P01_01,206,open(cupboard),953.95
P01_01,207,put-into(rice),955.05
P01_01,208,stir(vegetable),959.28
P01_01,209,take(spatula),959.49
P01_01,210,take(bottle),970.43
P01_01,211,open(top),971.25
P01_01,212,pour-into(water),973.41
P01_01,213,close(top),983.64
P01_01,214,put-onto(bottle),986.43
P01_01,215,take(cutlery),989.6
P01_01,216,open(cupboard),994.54
P01_01,217,put-into(cutlery),997.17
P01_01,218,close(drawer),1007.68
P01_01,219,take(spatula),1009.94
P01_01,220,stir(vegetable),1010.9
P01_01,221,adjust(hob),1018.21
P01_01,222,stir(vegetable),1020.56
P01_01,223,stir(rice),1025.41
P01_01,224,put-down(spatula),1033.6
P01_01,225,take(spoon),1035.04
P01_01,226,take(glass),1036.96
P01_01,227,put-down(glass),1040.23
P01_01,228,put-down(glass),1041.52
P01_01,229,open(drawer),1046.31
P01_01,230,take(spatula),1051.67
P01_01,231,stir-into(vegetable),1051.88
P01_01,232,put-down(spatula),1066.54
P01_01,233,take(container),1074.15
P01_01,234,open(container),1075.38
P01_01,235,take-out(container),1077.1
P01_01,236,close(container),1079.03
P01_01,237,put(container),1083.68
P01_01,238,take(spatula),1086.44
P01_01,239,stir(rice),1087.48
P01_01,240,stir(vegetable),1094.25
P01_01,241,stir(vegetable),1099.02
P01_01,242,put-down(spatula),1131.93
P01_01,243,stir(vegetable),1163.09
P01_01,244,stir(rice),1172.15
P01_01,245,put-down(spatula),1178.58
P01_01,246,wait-for(rice),1183.09
P01_01,247,take(spatula),1214.16
P01_01,248,put-down(spatula),1215.19
P01_01,249,stir(vegetable),1215.33
P01_01,250,take(spoon),1225.6
P01_01,251,scoop(rice),1227.73
P01_01,252,taste(rice),1231.57
P01_01,253,put-down(spoon),1236.14
P01_01,254,open(cupboard),1247.89
P01_01,255,take(drainer),1251.05
P01_01,256,take(glass),1263.99
P01_01,257,pour-onto(water),1265.0
P01_01,258,drink(water),1270.93
P01_01,259,put-down(bottle),1272.55
P01_01,260,put-down(glass),1276.12
P01_01,261,take(spatula),1280.72
P01_01,262,stir(vegetable),1281.73
P01_01,263,stir(vegetable),1289.56
P01_01,264,put-down(spatula),1295.96
P01_01,265,take(spatula),1304.5
P01_01,266,stir(rice),1306.28
P01_01,267,put-down(spatula),1311.47
P01_01,268,wait-for(rice),1315.88
P01_01,269,wait-for(rice),1340.37
P01_01,270,take(spoon),1353.66
P01_01,271,scoop(rice),1355.25
P01_01,272,taste(rice),1359.78
P01_01,273,put-down(spoon),1366.01
P01_01,274,turn-off(hob),1369.72
P01_01,275,take(saucepan),1392.79
P01_01,276,drain(saucepan),1396.56
P01_01,277,drain(rice),1401.98
P01_01,278,pour-onto(rice),1409.67
P01_01,279,put-on(drainer),1413.0
P01_01,280,scoop(rice),1414.71
P01_01,281,put-down(saucepan),1424.2
P01_01,282,put-down(drainer),1426.14
P01_01,283,put-down(spatula),1428.37
P01_01,284,take(spatula),1429.49
P01_01,285,stir(rice:vegetable),1430.72
P01_01,286,put-down(spatula),1436.35
P01_01,287,pour(powder:curry),1436.96
P01_01,288,take(powder:curry),1437.14
P01_01,289,open(powder:curry),1438.23
P01_01,290,put-down(powder:curry),1442.96
P01_01,291,take(spatula),1443.85
P01_01,292,stir(rice),1444.87
P01_01,293,stir(rice),1455.34
P01_01,294,stir(rice),1462.7
P01_01,295,stir(rice),1470.04
P01_01,296,turn-off(hob),1504.53
P01_01,297,stir(rice),1508.06
P01_01,298,stir(rice),1518.18
P01_01,299,stir(rice),1524.0
P01_01,300,put-down(spatula),1548.75
P01_01,301,close(powder:curry),1550.1
P01_01,302,put-down(powder:curry),1554.44
P01_01,303,take(container),1555.54
P01_01,304,take(spatula),1556.82
P01_01,305,pour-into(rice),1557.62
P01_01,306,pour-into(rice),1560.82
P01_01,307,scoop(rice),1562.53
P01_01,308,pour-into(rice),1564.38
P01_01,309,scoop(rice),1566.48
P01_01,310,put-down(container),1573.89
P01_01,311,put-down(spatula),1574.19
P01_01,312,take(plate),1575.37
P01_01,313,put-down(plate),1577.78
P01_01,314,take(spatula),1579.22
P01_01,315,pour-onto(rice),1580.1
P01_01,316,scoop(rice),1593.88
P01_01,317,scoop(rice),1600.67
P01_01,318,pour-into(rice),1606.11
P01_01,319,scoop(rice),1606.24
P01_01,320,put-down(spatula),1618.16
P01_01,321,put-down(pan),1620.99
P01_01,322,turn-on(tap),1625.28
P01_01,323,wash(pan),1627.07
P01_01,324,wash(saucepan),1630.12
P01_01,325,wash(drainer),1633.69
P01_01,326,turn-off(tap),1634.97
P01_01,327,take(plate),1637.63
P01_01,328,put-down(plate),1640.4
P01_02,0,take(plate),5.07
P01_02,1,open(bin),8.61
P01_02,2,throw-into(leftover),10.13
P01_02,3,close(bin),18.38
P01_02,4,put-down(plate),21.01
P01_02,5,take(sponge),24.02
P01_02,6,squeeze(sponge),24.53
P01_02,7,turn-on(tap),26.26
P01_02,8,rinse(sponge),26.75
P01_02,9,take(liquid:washing:up),28.71
P01_02,10,pour(liquid:washing:up),30.2
P01_02,11,squeeze(sponge),32.48
P01_02,12,take(fork),34.64
P01_02,13,wash(fork),35.49
P01_02,14,take(knife),41.75
P01_02,15,wash(knife),42.69
P01_02,16,put-down(knife),49.51
P01_02,17,take(plate),50.32
P01_02,18,wash(plate),50.89
P01_02,19,wash(plate),60.45
P01_02,20,put-down(plate),63.16
P01_02,21,take(spatula),64.23
P01_02,22,turn-on(tap),66.61
P01_02,23,rinse(spatula),67.38
P01_02,24,wash(spatula),69.32
P01_02,25,wash(spatula),76.18
P01_02,26,put-down(spatula),80.12
P01_02,27,take(colander),82.1
P01_02,28,wash(colander),82.91
P01_02,29,put-down(colander),88.08
P01_02,30,take(saucepan),89.79
P01_02,31,wash(saucepan),91.48
P01_02,32,wash(saucepan),95.71
P01_02,33,wash(saucepan),101.3
P01_02,34,put-down(saucepan),109.17
P01_02,35,take(colander),109.17
P01_02,36,put-down(colander),110.75
P01_02,37,empty(pan),113.35
P01_02,38,wash(pan),116.69
P01_02,39,wash(pan),125.13
P01_02,40,wash(pan),131.48
P01_02,41,put-down(pan),136.33
P01_02,42,take(board:cutting),138.53
P01_02,43,wash(board:cutting),140.87
P01_02,44,wash(board:cutting),147.73
P01_02,45,put-down(board:cutting),152.32
P01_02,46,take(grater),153.75
P01_02,47,wash(grater),154.71
P01_02,48,wash(grater),155.68
P01_02,49,put-down(sponge),163.39
P01_02,50,put-down(grater),164.84
P01_02,51,take(spoon),168.31
P01_02,52,take(sponge),170.83
P01_02,53,wash(spoon),171.54
P01_02,54,put-down(sponge),172.98
P01_02,55,turn-on(tap),173.74
P01_02,56,rinse(hand),175.36
P01_02,57,rinse(spoon),176.55
P01_02,58,rinse(grater),181.48
P01_02,59,rinse(grater),188.81
P01_02,60,put-down(grater),199.58
P01_02,61,take(colander),200.43
P01_02,62,rinse(colander),202.42
P01_02,63,rinse(colander),208.16
P01_02,64,put-down(colander),217.48
P01_02,65,take(spatula),218.35
P01_02,66,put-down(spatula),226.66
P01_02,67,take(saucepan),230.37
P01_02,68,rinse(saucepan),231.27
P01_02,69,rinse(saucepan),239.04
P01_02,70,put-down(saucepan),245.66
P01_02,71,empty(pan),249.25
P01_02,72,empty(pan),252.43
P01_02,73,rinse(pan),253.77
P01_02,74,wash(pan),254.0
P01_02,75,adjust(top),256.74
P01_02,76,wash(pan),257.96
P01_02,77,rinse(pan),262.51
P01_02,78,wash(pan),270.59
P01_02,79,rinse(pan),278.9
P01_02,80,rinse(pan),279.21
P01_02,81,put-down(pan),288.79
P01_02,82,take(knife),290.08
P01_02,83,rinse(knife),291.32
P01_02,84,take(fork),295.47
P01_02,85,put-down(knife),295.49
P01_02,86,rinse(fork),296.32
P01_02,87,put-down(fork),299.67
P01_02,88,take(plate),300.52
P01_02,89,rinse(plate),301.47
P01_02,90,rinse(plate),305.57
P01_02,91,put-down(plate),309.1
P01_02,92,take(board:cutting),309.27
P01_02,93,rinse(board:cutting),310.05
P01_02,94,rinse(board:cutting),319.5
P01_02,95,put-down(board:cutting),324.25
P01_02,96,take(sponge),325.07
P01_02,97,squeeze(sponge),326.7
P01_02,98,squeeze(sponge),327.8
P01_02,99,take(rag),333.31
P01_02,100,squeeze(sponge),334.16
P01_02,101,rinse(rag),342.85
P01_02,102,squeeze(rag),347.2
P01_02,103,wipe(sink),348.8
P01_02,104,wipe(sink),349.04
P01_02,105,squeeze(rag),352.4
P01_02,106,wipe(counter),359.71
P01_02,107,wipe(counter),364.88
P01_02,108,wipe(counter),367.58
P01_02,109,open(bin),377.71
P01_02,110,throw-into(leftover),378.99
P01_02,111,close(bin),379.8
P01_02,112,wipe(cooker),383.35
P01_02,113,wipe(cooker),387.09
P01_02,114,wipe(cooker),393.46
P01_02,115,wipe(cooker),404.28
P01_02,116,wipe(counter),407.61
P01_02,117,wipe(counter),413.16
P01_02,118,wipe(sink),413.49
P01_02,119,turn-on(tap),417.65
P01_02,120,rinse(rag),419.32
P01_02,121,turn-off(tap),424.49
P01_02,122,squeeze(rag),425.93
P01_02,123,wipe(sink),427.73
P01_02,124,wipe(sink),430.47
P01_02,125,squeeze(rag),441.11
P01_02,126,put-down(rag),444.79
P01_02,127,take(cloth),445.95
P01_02,128,dry(hand),446.9
P01_02,129,put-down(cloth),451.18
P01_02,130,move(chair),453.77
P01_02,131,take(board:eating),455.38
P01_02,132,open(drawer),463.8
P01_02,133,put-down(board:eating),465.83
P01_02,134,take(lid),468.13
P01_02,135,close(lid),468.46
P01_02,136,take(container),473.11
P01_02,137,open(fridge),475.91
P01_02,138,put-into(container),477.01
P01_02,139,close(fridge),482.12
P01_02,140,take(bottle),487.35
P01_02,141,pour-into(water),489.0
P01_02,142,put-down(bottle),493.2
P01_02,143,drink(water),493.8
P01_02,144,close(bottle),494.65
P01_03,0,open(door),0.27
P01_03,1,close(door),3.25
P01_03,2,switch-on(light),4.88
P01_03,3,adjust(light),6.57
P01_03,4,open(fridge),11.61
P01_03,5,take(milk:soy),13.57
P01_03,6,take(container),14.86
P01_03,7,put-back(container),16.87
P01_03,8,take(container),18.54
P01_03,9,close(fridge),19.68
P01_03,10,put-down(container),24.77
P01_03,11,put-down(milk:soy),24.93
P01_03,12,take(cloth:table),27.36
P01_03,13,move(bottle),30.48
P01_03,14,move(glass),32.98
P01_03,15,unfold(tablecloth),35.74
P01_03,16,pull-down(tablecloth),38.09
P01_03,17,open(cupboard),45.67
P01_03,18,take(cup),48.03
P01_03,19,put-down(cup),50.75
P01_03,20,take(milk:soy),51.7
P01_03,21,shake(milk:soy),53.06
P01_03,22,open(milk:soy),55.68
P01_03,23,pour(milk:soy),57.87
P01_03,24,close(milk:soy),64.87
P01_03,25,open(fridge),69.59
P01_03,26,put-down(milk:soy),71.27
P01_03,27,close(fridge),72.14
P01_03,28,open(drawer),76.3
P01_03,29,take(spoon),78.34
P01_03,30,close(drawer),79.45
P01_03,31,put-down(spoon),81.84
P01_03,32,open(cupboard),83.34
P01_03,33,take(cereal),85.24
P01_03,34,close(cupboard),87.74
P01_03,35,put-down(cereal),92.35
P01_03,36,open(bag:cereal),95.01
P01_03,37,extract(bag),97.61
P01_03,38,unfold(bag),100.11
P01_03,39,pour(cereal),103.84
P01_03,40,pour(cereal),107.66
P01_03,41,put-down(bag),113.34
P01_04,0,take(cup),0.11
P01_04,1,put-down(cup),2.87
P01_04,2,take(bag:cereal),6.15
P01_04,3,fold(bag:cereal),7.26
P01_04,4,put-into(bag:cereal),10.36
P01_04,5,close(box:cereal),14.21
P01_04,6,open(cupboard),18.91
P01_04,7,put-down(box:cereal),19.68
P01_04,8,close(cupboard),22.78
P01_04,9,take(tablecloth),25.74
P01_04,10,fold(tablecloth),30.75
P01_04,11,pull-down(tablecloth),37.33
P01_04,12,take(liquid:washing:up),41.36
P01_04,13,pour(liquid:washing:up),42.17
P01_04,14,turn-on(tap),45.27
P01_04,15,wash(cup),46.91
P01_04,16,rinse(spoon),52.51
P01_04,17,rinse(cup),57.32
P01_04,18,turn(tap),62.3
P01_04,19,pull-down(cup),63.51
P01_04,20,rinse(sink),68.65
P01_04,21,rinse(hand),69.29
P01_04,22,turn-off(tap),71.4
P01_04,23,dry(hand),74.35
P01_04,24,take(bottle),79.79
P01_04,25,open(bottle),82.14
P01_04,26,take(glass),85.37
P01_04,27,pour(water),86.34
P01_04,28,drink(water),91.07
P01_04,29,put-down(bottle),97.91
P01_04,30,put-down(glass),98.95
P01_04,31,take(container),100.49
P01_05,0,open(fridge),4.14
P01_05,1,take(mushroom),6.51
P01_05,2,move(container),8.03
P01_05,3,take(sausage),8.74
P01_05,4,put-into(mushroom),14.15
P01_05,5,close(fridge),16.33
P01_05,6,put-down(sausage),22.33
P01_05,7,take(board:cutting),25.5
P01_05,8,put-down(board:cutting),27.53
P01_05,9,open(cupboard),30.03
P01_05,10,put-into(cup),30.75
P01_05,11,take(plate),34.79
P01_05,12,take(plate),36.95
P01_05,13,put-down(plate),40.3
P01_05,14,put-into(plate),42.15
P01_05,15,take(saucepan),46.0
P01_05,16,open(cupboard),48.45
P01_05,17,move(saucepan),50.91
P01_05,18,put-into(saucepan),54.4
P01_05,19,take(saucepan),56.31
P01_05,20,put-on(saucepan),60.22
P01_05,21,take(bowl),64.53
P01_05,22,put-into(bowl),70.29
P01_05,23,take(colander),77.35
P01_05,24,take(lid),79.62
P01_05,25,take(glass),81.37
P01_05,26,put-into(glass),83.22
P01_05,27,take(ladle),85.87
P01_05,28,take(cloth),93.23
P01_05,29,dry(ladle),94.52
P01_05,30,dry(ladle),94.55
P01_05,31,open(drawer),104.75
P01_05,32,put(ladle),106.05
P01_05,33,take(knife),109.86
P01_05,34,dry(knife),110.9
P01_05,35,put-down(knife),111.94
P01_05,36,take(spatula),112.75
P01_05,37,take(cutlery),115.02
P01_05,38,open(drawer),119.65
P01_05,39,put-down(cloth),120.25
P01_05,40,put-down(spatula),121.7
P01_05,41,put-into(spatula),121.85
P01_05,42,put-down(cutlery),122.94
P01_05,43,open(drawer),126.46
P01_05,44,put-down(cutlery),128.94
P01_05,45,close(drawer),139.79
